,player_pos,goal_pos,tier,original_reward,dist_to_goal,max_dist
3452,"(2, 17)","(16, 7)",0,0,24,25.0
3453,"(2, 17)","(16, 7)",0,0,24,25.0
3454,"(2, 17)","(16, 7)",0,0,24,25.0
3455,"(2, 17)","(16, 7)",0,0,24,25.0
3456,"(2, 17)","(16, 7)",0,0,24,25.0
3457,"(2, 17)","(16, 7)",0,0,24,25.0
3458,"(2, 17)","(16, 7)",0,0,24,25.0
3459,"(2, 17)","(16, 7)",0,0,24,25.0
3460,"(2, 17)","(16, 7)",0,0,24,25.0
3461,"(2, 17)","(16, 7)",0,0,24,25.0
3462,"(2, 17)","(16, 7)",0,0,24,25.0
3463,"(3, 17)","(16, 7)",0,0,23,25.0
3464,"(3, 17)","(16, 7)",0,0,23,25.0
3465,"(3, 17)","(16, 7)",0,0,23,25.0
3466,"(3, 17)","(16, 7)",0,0,23,25.0
3467,"(3, 17)","(16, 7)",0,0,23,25.0
3468,"(3, 17)","(16, 7)",0,0,23,25.0
3469,"(3, 17)","(16, 7)",0,0,23,25.0
3470,"(3, 17)","(16, 7)",0,0,23,25.0
3471,"(3, 16)","(16, 7)",0,0,22,25.0
3472,"(3, 15)","(16, 7)",0,0,21,25.0
3473,"(3, 15)","(16, 7)",0,0,21,25.0
3474,"(3, 15)","(16, 7)",0,0,21,25.0
3475,"(3, 15)","(16, 7)",0,0,21,25.0
3476,"(3, 15)","(16, 7)",0,0,21,25.0
3477,"(3, 15)","(16, 7)",0,0,21,25.0
3478,"(3, 15)","(16, 7)",0,0,21,25.0
3479,"(3, 16)","(16, 7)",0,0,22,25.0
3480,"(3, 16)","(16, 7)",0,0,22,25.0
3481,"(3, 16)","(16, 7)",0,0,22,25.0
3482,"(3, 16)","(16, 7)",0,0,22,25.0
3483,"(3, 16)","(16, 7)",0,0,22,25.0
3484,"(3, 16)","(16, 7)",0,0,22,25.0
3485,"(3, 16)","(16, 7)",0,0,22,25.0
3486,"(3, 16)","(16, 7)",0,0,22,25.0
3487,"(3, 16)","(16, 7)",0,0,22,25.0
3488,"(3, 16)","(16, 7)",0,0,22,25.0
3489,"(3, 16)","(16, 7)",0,0,22,25.0
3490,"(3, 16)","(16, 7)",0,0,22,25.0
3491,"(3, 16)","(16, 7)",0,0,22,25.0
3492,"(3, 16)","(16, 7)",0,0,22,25.0
3493,"(4, 16)","(16, 7)",0,0,21,25.0
3494,"(4, 16)","(16, 7)",0,0,21,25.0
3495,"(4, 16)","(16, 7)",0,0,21,25.0
3496,"(4, 16)","(16, 7)",0,0,21,25.0
3497,"(4, 16)","(16, 7)",0,0,21,25.0
3498,"(4, 16)","(16, 7)",0,0,21,25.0
3499,"(4, 16)","(16, 7)",0,0,21,25.0
3500,"(6, 13)","(16, 7)",0,0,16,25.0
3501,"(6, 13)","(16, 7)",0,0,16,25.0
3502,"(6, 13)","(16, 7)",0,0,16,25.0
3503,"(6, 13)","(16, 7)",0,0,16,25.0
3504,"(6, 13)","(16, 7)",0,0,16,25.0
3505,"(6, 13)","(16, 7)",0,0,16,25.0
3506,"(6, 12)","(16, 7)",0,0,15,25.0
3507,"(6, 12)","(16, 7)",0,0,15,25.0
3508,"(7, 12)","(16, 7)",0,0,14,25.0
3509,"(7, 12)","(16, 7)",0,0,14,25.0
3510,"(7, 12)","(16, 7)",0,0,14,25.0
3511,"(7, 12)","(16, 7)",0,0,14,25.0
3512,"(7, 12)","(16, 7)",0,0,14,25.0
3513,"(7, 12)","(16, 7)",0,0,14,25.0
3514,"(7, 12)","(16, 7)",0,0,14,25.0
3515,"(7, 12)","(16, 7)",0,0,14,25.0
3516,"(7, 12)","(16, 7)",0,0,14,25.0
3517,"(7, 12)","(16, 7)",0,0,14,25.0
3518,"(7, 12)","(16, 7)",0,0,14,25.0
3519,"(7, 12)","(16, 7)",0,0,14,25.0
3520,"(7, 12)","(16, 7)",0,0,14,25.0
3521,"(7, 12)","(16, 7)",0,0,14,25.0
3522,"(7, 12)","(16, 7)",0,0,14,25.0
3523,"(7, 12)","(16, 7)",0,0,14,25.0
3524,"(7, 12)","(16, 7)",0,0,14,25.0
3525,"(7, 11)","(16, 7)",0,0,13,25.0
3526,"(7, 11)","(16, 7)",0,0,13,25.0
3527,"(7, 10)","(16, 7)",1,0,12,25.0
3528,"(7, 10)","(16, 7)",1,0,12,25.0
3529,"(7, 10)","(16, 7)",1,0,12,25.0
3530,"(7, 10)","(16, 7)",1,0,12,25.0
3531,"(7, 10)","(16, 7)",1,0,12,25.0
3532,"(7, 10)","(16, 7)",1,0,12,25.0
3533,"(7, 10)","(16, 7)",1,0,12,25.0
3534,"(7, 10)","(16, 7)",1,0,12,25.0
3535,"(7, 10)","(16, 7)",1,0,12,25.0
3536,"(7, 10)","(16, 7)",1,0,12,25.0
3537,"(7, 11)","(16, 7)",0,0,13,25.0
3538,"(7, 11)","(16, 7)",0,0,13,25.0
3539,"(7, 12)","(16, 7)",0,0,14,25.0
3540,"(7, 12)","(16, 7)",0,0,14,25.0
3541,"(7, 12)","(16, 7)",0,0,14,25.0
3542,"(7, 12)","(16, 7)",0,0,14,25.0
3543,"(7, 12)","(16, 7)",0,0,14,25.0
3544,"(7, 12)","(16, 7)",0,0,14,25.0
3545,"(7, 12)","(16, 7)",0,0,14,25.0
3546,"(7, 12)","(16, 7)",0,0,14,25.0
3547,"(7, 12)","(16, 7)",0,0,14,25.0
3548,"(7, 11)","(16, 7)",0,0,13,25.0
3549,"(7, 10)","(16, 7)",1,0,12,25.0
3550,"(7, 10)","(16, 7)",1,0,12,25.0
3551,"(7, 10)","(16, 7)",1,0,12,25.0
3552,"(7, 10)","(16, 7)",1,0,12,25.0
3553,"(7, 10)","(16, 7)",1,0,12,25.0
3554,"(7, 10)","(16, 7)",1,0,12,25.0
3555,"(7, 11)","(16, 7)",0,0,13,25.0
3556,"(7, 11)","(16, 7)",0,0,13,25.0
3557,"(7, 11)","(16, 7)",0,0,13,25.0
3558,"(7, 11)","(16, 7)",0,0,13,25.0
3559,"(7, 11)","(16, 7)",0,0,13,25.0
3560,"(7, 11)","(16, 7)",0,0,13,25.0
3561,"(7, 11)","(16, 7)",0,0,13,25.0
3562,"(7, 11)","(16, 7)",0,0,13,25.0
3563,"(7, 11)","(16, 7)",0,0,13,25.0
3564,"(7, 11)","(16, 7)",0,0,13,25.0
3565,"(7, 11)","(16, 7)",0,0,13,25.0
3566,"(7, 11)","(16, 7)",0,0,13,25.0
3567,"(6, 11)","(16, 7)",0,0,14,25.0
3568,"(6, 11)","(16, 7)",0,0,14,25.0
3569,"(6, 11)","(16, 7)",0,0,14,25.0
3570,"(6, 11)","(16, 7)",0,0,14,25.0
3571,"(6, 12)","(16, 7)",0,0,15,25.0
3572,"(6, 13)","(16, 7)",0,0,16,25.0
3573,"(6, 13)","(16, 7)",0,0,16,25.0
3574,"(6, 13)","(16, 7)",0,0,16,25.0
3575,"(6, 13)","(16, 7)",0,0,16,25.0
3576,"(6, 13)","(16, 7)",0,0,16,25.0
3577,"(6, 13)","(16, 7)",0,0,16,25.0
3578,"(6, 13)","(16, 7)",0,0,16,25.0
3579,"(6, 13)","(16, 7)",0,0,16,25.0
3580,"(6, 13)","(16, 7)",0,0,16,25.0
3581,"(6, 13)","(16, 7)",0,0,16,25.0
3582,"(6, 13)","(16, 7)",0,0,16,25.0
3583,"(6, 13)","(16, 7)",0,0,16,25.0
3584,"(6, 12)","(16, 7)",0,0,15,25.0
3585,"(6, 12)","(16, 7)",0,0,15,25.0
3586,"(6, 12)","(16, 7)",0,0,15,25.0
3587,"(6, 12)","(16, 7)",0,0,15,25.0
3588,"(6, 12)","(16, 7)",0,0,15,25.0
3589,"(6, 12)","(16, 7)",0,0,15,25.0
3590,"(6, 12)","(16, 7)",0,0,15,25.0
3591,"(6, 12)","(16, 7)",0,0,15,25.0
3592,"(7, 12)","(16, 7)",0,0,14,25.0
3593,"(7, 12)","(16, 7)",0,0,14,25.0
3594,"(7, 12)","(16, 7)",0,0,14,25.0
3595,"(7, 12)","(16, 7)",0,0,14,25.0
3596,"(7, 13)","(16, 7)",0,0,15,25.0
3597,"(7, 13)","(16, 7)",0,0,15,25.0
3598,"(7, 13)","(16, 7)",0,0,15,25.0
3599,"(7, 13)","(16, 7)",0,0,15,25.0
3600,"(7, 13)","(16, 7)",0,0,15,25.0
3601,"(6, 13)","(16, 7)",0,0,16,25.0
3602,"(6, 13)","(16, 7)",0,0,16,25.0
3603,"(6, 13)","(16, 7)",0,0,16,25.0
3604,"(6, 13)","(16, 7)",0,0,16,25.0
3605,"(6, 13)","(16, 7)",0,0,16,25.0
3606,"(6, 13)","(16, 7)",0,0,16,25.0
3607,"(6, 13)","(16, 7)",0,0,16,25.0
3608,"(6, 13)","(16, 7)",0,0,16,25.0
3609,"(6, 13)","(16, 7)",0,0,16,25.0
3610,"(6, 12)","(16, 7)",0,0,15,25.0
3611,"(6, 12)","(16, 7)",0,0,15,25.0
3612,"(6, 12)","(16, 7)",0,0,15,25.0
3613,"(6, 11)","(16, 7)",0,0,14,25.0
3614,"(6, 10)","(16, 7)",0,0,13,25.0
3615,"(6, 10)","(16, 7)",0,0,13,25.0
3616,"(6, 10)","(16, 7)",0,0,13,25.0
3617,"(6, 10)","(16, 7)",0,0,13,25.0
